Country,Year,Sex,NCD_Mortality_Rate
Europe,2019,Female,253.39635
Americas,2013,Male,516.28162
South-East Asia,2015,Female,615.18311
Americas,2013,Female,373.78687
Americas,2011,Female,344.01651
Americas,2020,Male,379.75345
South-East Asia,2000,Female,586.20081
Europe,2016,Female,266.0296
South-East Asia,2006,Male,472.82663
South-East Asia,2021,Male,578.30164
Africa,2008,Male,723.03589
Africa,2009,Male,523.33875
Americas,2008,Female,431.07446
Eastern Mediterranean,2010,Male,580.37598
Europe,2005,Male,502.82983
Western Pacific,2020,Female,783.45935
Eastern Mediterranean,2019,Female,492.24673
Americas,2019,Female,341.32935
Western Pacific,2007,Female,827.21002
Europe,2018,Female,488.49606
Western Pacific,2000,Male,689.08362
Americas,2012,Male,572.90784
Eastern Mediterranean,2021,Male,499.10919
Western Pacific,2015,Male,527.57477
Americas,2007,Female,712.33575
Americas,2018,Male,589.89117
Europe,2012,Male,1073.99756
Africa,2016,Male,889.80072
Western Pacific,2019,Female,420.29636
Americas,2019,Male,361.7149
Africa,2015,Male,809.03674
Europe,2001,Female,354.43253
Americas,2016,Female,263.17813
Eastern Mediterranean,2020,Female,584.1778
Americas,2017,Female,365.17545
Americas,2008,Female,984.62738
Europe,2013,Male,393.69812
Eastern Mediterranean,2003,Female,716.59827
Western Pacific,2012,Male,757.04132
Europe,2021,Female,441.45337
Europe,2020,Female,266.60312
Europe,2019,Female,396.50195
Africa,2019,Female,485.50882
Western Pacific,2012,Male,832.25244
South-East Asia,2017,Male,647.74042
Europe,2019,Male,336.49344
Africa,2015,Female,673.59546
Europe,2020,Female,468.10648
Americas,2016,Female,394.62396
South-East Asia,2011,Female,600.9104
Americas,2020,Male,684.13104
Eastern Mediterranean,2021,Male,505.24075
Americas,2007,Male,515.11249
Western Pacific,2000,Male,479.94128
Africa,2016,Male,722.4306
Americas,2004,Male,719.31177
Americas,2008,Male,658.33148
Europe,2019,Male,586.16943
Americas,2008,Male,281.28784
Europe,2006,Female,420.65518
Europe,2003,Male,944.31854
Africa,2021,Female,611.49933
Africa,2001,Male,634.64288
Western Pacific,2021,Male,565.02875
Western Pacific,2021,Male,1091.49255
Africa,2004,Male,768.13721
Americas,2003,Female,445.48871
Eastern Mediterranean,2003,Male,1149.91345
Western Pacific,2010,Male,1304.30432
Western Pacific,2001,Male,1332.80627
Europe,2006,Male,1271.5918
Europe,2012,Female,488.69467
Africa,2013,Female,588.40778
South-East Asia,2016,Female,509.74268
Africa,2002,Female,513.96399
Western Pacific,2014,Male,527.66132
Europe,2001,Male,700.13245
Western Pacific,2018,Male,780.78473
Eastern Mediterranean,2002,Female,636.16614
Europe,2004,Female,481.32538
Eastern Mediterranean,2002,Male,550.56677
Western Pacific,2004,Male,565.62085
Western Pacific,2005,Female,542.71326
Europe,2021,Female,233.12952
Europe,2001,Male,950.40576
Europe,2014,Male,994.20264
South-East Asia,2018,Male,742.49164
Europe,2003,Female,357.36127
Americas,2006,Female,300.40479
Western Pacific,2004,Male,1306.65735
South-East Asia,2008,Female,518.03473
Americas,2020,Male,538.28394
Africa,2015,Female,560.95337
Eastern Mediterranean,2005,Male,535.31995
Western Pacific,2001,Female,734.45996
Eastern Mediterranean,2003,Male,668.65839
Europe,2020,Male,734.79199
Americas,2021,Female,437.43393
Americas,2021,Male,483.97034
Americas,2005,Male,496.30478
Africa,2015,Female,586.73505
Americas,2014,Male,843.94666
Europe,2013,Female,283.68121
Americas,2001,Male,675.48834
Americas,2004,Male,725.25854
Africa,2018,Female,589.33289
Europe,2019,Male,704.85748
Africa,2014,Female,644.70313
Western Pacific,2016,Male,347.97229
Africa,2015,Male,943.17432
South-East Asia,2015,Male,636.32123
Eastern Mediterranean,2009,Male,641.90698
Americas,2013,Female,293.72809
Africa,2020,Female,550.24683
South-East Asia,2005,Male,563.83698
Europe,2004,Male,1006.47339
Europe,2019,Female,480.75497
Europe,2012,Male,834.00238
Africa,2010,Male,743.26031
Eastern Mediterranean,2019,Male,878.29425
Americas,2017,Male,477.74692
Africa,2010,Female,772.65021
Eastern Mediterranean,2010,Female,628.48279
Americas,2006,Female,367.30261
Western Pacific,2013,Female,715.87073
Africa,2013,Male,518.78412
South-East Asia,2008,Female,478.82797
Americas,2005,Male,645.98236
Europe,2017,Female,264.44846
Europe,2009,Male,421.91418
Western Pacific,2014,Male,844.35938
Africa,2002,Female,809.07556
Americas,2006,Female,334.74542
Western Pacific,2012,Male,1093.56409
Western Pacific,2006,Female,705.04974
Africa,2018,Male,693.38751
Africa,2008,Female,863.31573
Africa,2010,Female,714.18298
Eastern Mediterranean,2009,Female,409.84561
Western Pacific,2005,Female,809.51099
Africa,2006,Female,870.47052
Americas,2015,Female,478.16415
Eastern Mediterranean,2015,Male,665.75781
Europe,2010,Female,314.20023
Americas,2005,Female,431.15012
Europe,2012,Female,550.13385
Eastern Mediterranean,2006,Female,614.61475
Africa,2009,Female,550.52808
Africa,2008,Male,721.0025
Africa,2002,Male,709.9527
Americas,2009,Male,625.2403
Eastern Mediterranean,2016,Male,687.20374
Western Pacific,2017,Female,181.72052
Eastern Mediterranean,2017,Female,591.97229
Africa,2020,Male,805.22894
South-East Asia,2018,Female,599.88812
Eastern Mediterranean,2021,Female,639.38422
Eastern Mediterranean,2004,Female,410.76843
Americas,2011,Male,474.53198
Africa,2017,Male,707.54871
Eastern Mediterranean,2000,Female,464.12656
Europe,2011,Male,1050.76282
Europe,2019,Male,372.67557
Western Pacific,2004,Female,268.14798
Europe,2001,Female,380.86963
South-East Asia,2006,Female,469.93478
Europe,2019,Male,720.66553
Eastern Mediterranean,2014,Female,389.19724
Europe,2004,Male,432.35852
South-East Asia,2005,Female,615.34863
Western Pacific,2014,Female,855.88519
Americas,2012,Male,467.3938
Americas,2014,Male,550.10846
Americas,2021,Male,353.56531
Europe,2019,Male,606.97217
Eastern Mediterranean,2013,Male,708.09888
Africa,2020,Male,700.33331
Africa,2007,Female,548.68182
Europe,2000,Female,373.78638
Africa,2005,Male,786.30249
Europe,2011,Female,420.63147
Africa,2012,Male,681.89825
Eastern Mediterranean,2004,Female,599.9787
Europe,2016,Female,434.15387
Europe,2012,Female,290.56122
Europe,2010,Female,413.31192
Africa,2020,Female,571.64838
Africa,2015,Male,733.43024
Americas,2004,Female,498.87976
Americas,2007,Female,490.88483
Europe,2019,Male,764.99512
Americas,2017,Female,417.34122
Americas,2007,Male,570.33392
Americas,2002,Female,472.64844
Africa,2007,Female,592.12482
Europe,2004,Female,741.724
Europe,2002,Male,538.95508
Europe,2011,Female,486.67007
South-East Asia,2003,Male,576.32147
Europe,2014,Male,426.98123
Americas,2010,Female,431.41873
Eastern Mediterranean,2019,Female,313.09454
Europe,2014,Female,251.03981
Western Pacific,2000,Female,428.39108
Europe,2000,Female,563.13416
Americas,2013,Male,595.99109
Africa,2002,Female,442.77148
Africa,2010,Male,840.62482
Western Pacific,2005,Female,438.97931
Europe,2001,Male,521.62921
Europe,2007,Female,718.13745
Americas,2018,Female,457.90958
Americas,2006,Male,583.94781
Europe,2017,Female,388.71399
Africa,2016,Female,625.07697
Africa,2016,Male,716.90784
Africa,2001,Male,607.10706
Western Pacific,2011,Female,259.4173
South-East Asia,2002,Female,526.06024
Eastern Mediterranean,2005,Male,470.31812
Europe,2019,Female,264.54092
Europe,2007,Female,303.81137
Africa,2008,Male,720.96143
Eastern Mediterranean,2019,Male,337.19931
Eastern Mediterranean,2002,Male,455.02435
Europe,2020,Female,246.20375
Americas,2011,Male,630.9411
Europe,2010,Male,440.95908
South-East Asia,2000,Female,464.56653
Europe,2003,Female,354.10464
Europe,2011,Male,416.46567
Europe,2019,Male,410.00513
Europe,2010,Female,299.72018
Eastern Mediterranean,2013,Male,767.03961
Western Pacific,2007,Female,495.49564
Africa,2017,Female,543.57001
South-East Asia,2016,Male,437.65393
Africa,2013,Male,498.49039
Europe,2012,Female,307.18878
Africa,2003,Female,543.60101
Europe,2013,Female,439.36829
Africa,2000,Female,986.81549
Europe,2015,Male,445.06982
Africa,2020,Female,554.98444
Western Pacific,2011,Male,814.16254
Europe,2010,Male,436.45667
Americas,2012,Male,508.74448
Americas,2007,Male,661.69336
Eastern Mediterranean,2011,Male,492.1236
Eastern Mediterranean,2021,Male,498.82141
Eastern Mediterranean,2003,Male,618.16388
Africa,2021,Female,557.49121
Africa,2003,Male,645.14148
Africa,2006,Female,608.83911
Eastern Mediterranean,2015,Male,455.98077
Eastern Mediterranean,2013,Male,607.24841
Europe,2003,Female,653.0769
Eastern Mediterranean,2002,Male,773.98944
Europe,2013,Female,425.64789
Eastern Mediterranean,2012,Male,693.99463
Africa,2006,Male,548.09283
Americas,2001,Female,458.45258
Western Pacific,2008,Male,346.00867
Africa,2016,Male,503.38239
Western Pacific,2019,Male,747.03278
South-East Asia,2010,Female,642.78601
South-East Asia,2018,Female,298.2041
Eastern Mediterranean,2013,Female,561.48901
Europe,2016,Female,223.94801
Americas,2011,Female,282.27344
Europe,2012,Male,410.56653
Europe,2000,Female,513.09552
Western Pacific,2015,Female,426.96136
Americas,2019,Female,454.15982
Western Pacific,2015,Female,771.54108
Africa,2004,Female,694.81451
Africa,2015,Male,1121.76392
Western Pacific,2018,Female,851.37012
Europe,2019,Female,310.29193
Americas,2018,Female,237.75648
Europe,2021,Female,240.45621
Europe,2008,Female,639.52216
Europe,2012,Female,274.89127
Western Pacific,2016,Female,170.63899
Americas,2009,Male,507.85419
Africa,2003,Female,433.45529
Africa,2005,Female,443.1539
Eastern Mediterranean,2019,Male,489.94348
Africa,2016,Male,737.7605
Africa,2003,Male,791.18506
Europe,2014,Male,444.14719
Americas,2016,Female,350.07193
Europe,2013,Male,1131.87964
Western Pacific,2000,Male,531.09717
Americas,2005,Female,470.52682
Africa,2006,Female,616.60974
Europe,2020,Male,355.35257
Western Pacific,2020,Male,281.17368
Europe,2010,Female,293.18576
Americas,2004,Male,555.15332
Africa,2016,Female,673.38782
Americas,2004,Male,612.45386
Africa,2010,Male,1051.91907
Europe,2015,Male,650.56073
Europe,2017,Male,385.82773
Western Pacific,2002,Male,1181.3949
Africa,2021,Male,726.14703
Europe,2004,Female,434.51105
Africa,2002,Female,609.18677
Western Pacific,2020,Female,430.78964
Americas,2020,Male,375.76416
Africa,2002,Female,577.7782
Africa,2001,Male,610.80316
South-East Asia,2021,Male,484.15381
Americas,2019,Female,333.94479
Europe,2011,Female,397.46585
Africa,2017,Female,456.3942
Africa,2003,Female,641.56604
Europe,2017,Female,525.33423
Europe,2000,Male,866.18652
Africa,2014,Female,553.50732
Europe,2020,Female,583.29364
Eastern Mediterranean,2012,Female,524.5918
Europe,2008,Male,884.72308
Africa,2013,Female,549.63843
Americas,2002,Male,555.9472
Africa,2008,Female,604.49622
Africa,2008,Male,584.62598
South-East Asia,2002,Male,467.15179
Africa,2004,Male,709.53821
Europe,2007,Male,472.60229
Eastern Mediterranean,2018,Male,352.96164
Europe,2006,Female,338.97455
Americas,2018,Male,634.06604
South-East Asia,2010,Female,560.69531
Europe,2001,Male,688.26416
Africa,2007,Female,589.88611
Africa,2014,Male,541.5968
Africa,2020,Female,464.43661
Western Pacific,2002,Female,756.04065
South-East Asia,2002,Female,685.30389
Europe,2021,Male,723.62244
Western Pacific,2013,Male,808.40601
Eastern Mediterranean,2019,Female,369.14502
Africa,2011,Female,904.03082
Africa,2012,Female,629.25659
Americas,2015,Male,472.24496
Africa,2004,Male,620.41406
Africa,2015,Male,503.83154
Africa,2008,Male,745.27991
Africa,2011,Female,735.83221
Americas,2014,Female,267.97137
Americas,2021,Male,483.04492
Americas,2018,Female,322.1853
Africa,2021,Female,585.95679
Europe,2011,Female,271.43094
Africa,2002,Male,768.53906
Africa,2018,Female,560.39417
Americas,2001,Male,900.30829
Africa,2020,Male,664.55255
Americas,2011,Male,600.3902
Americas,2009,Male,661.36615
Western Pacific,2019,Female,746.86224
Europe,2006,Female,605.90985
Africa,2015,Male,1175.17285
Europe,2001,Female,584.37048
Africa,2010,Female,604.84332
Europe,2004,Male,479.34232
Europe,2009,Male,388.49683
Africa,2011,Female,539.46429
Europe,2003,Female,656.67157
Africa,2015,Male,535.32477
Eastern Mediterranean,2008,Female,340.08328
Europe,2013,Female,265.34851
Africa,2012,Female,677.1095
Europe,2013,Female,248.38242
Americas,2002,Male,513.14978
South-East Asia,2016,Female,452.32239
Americas,2007,Female,485.96924
Western Pacific,2016,Male,740.2998
Europe,2016,Female,447.13617
Americas,2016,Male,384.93622
Europe,2020,Female,235.7469
Western Pacific,2011,Male,422.48633
Americas,2004,Male,667.24042
Africa,2015,Female,632.26813
Eastern Mediterranean,2001,Male,950.10693
Europe,2009,Male,510.8363
Europe,2006,Male,463.70831
Africa,2003,Male,1051.05994
Africa,2011,Female,648.95154
South-East Asia,2013,Male,664.14636
Eastern Mediterranean,2009,Male,629.59448
Europe,2005,Male,500.60193
South-East Asia,2009,Male,680.45782
Europe,2005,Female,327.84543
Europe,2012,Female,622.80621
Europe,2001,Male,558.34399
Africa,2005,Female,648.1842
Africa,2012,Male,748.40283
South-East Asia,2007,Female,653.43304
Americas,2020,Male,610.28082
Africa,2014,Female,545.41278
Europe,2006,Female,329.62122
Western Pacific,2008,Male,427.76096
Africa,2001,Male,758.53479
Europe,2019,Male,806.86816
Africa,2017,Female,625.60248
Europe,2003,Male,512.25189
Africa,2020,Female,526.34442
Americas,2004,Female,492.97409
Eastern Mediterranean,2006,Female,488.35266
South-East Asia,2006,Male,498.50623
Africa,2020,Male,891.16394
Americas,2007,Male,562.52032
South-East Asia,2001,Male,509.57513
Eastern Mediterranean,2005,Female,676.76556
Africa,2008,Male,795.5506
Eastern Mediterranean,2015,Female,618.57605
Eastern Mediterranean,2018,Female,577.4433
Eastern Mediterranean,2002,Female,481.98856
Africa,2017,Female,549.74432
Americas,2021,Female,323.90912
Europe,2008,Female,690.74048
Europe,2012,Male,791.47174
Europe,2002,Female,377.82153
Eastern Mediterranean,2002,Male,822.1676
Europe,2002,Male,482.978
Eastern Mediterranean,2014,Male,645.84198
Africa,2017,Female,737.03284
Europe,2021,Male,408.56827
Eastern Mediterranean,2013,Female,501.71109
Americas,2005,Female,424.31924
Western Pacific,2014,Male,378.2327
Europe,2008,Female,299.93414
Western Pacific,2006,Male,708.2561
Eastern Mediterranean,2007,Female,732.01807
Eastern Mediterranean,2008,Male,674.36298
Americas,2011,Female,367.91708
Europe,2008,Male,436.00037
Europe,2015,Female,306.52505
Americas,2019,Male,431.27908
Africa,2016,Female,642.27808
Western Pacific,2012,Male,387.7283
Americas,2019,Female,436.39655
Western Pacific,2006,Female,330.77542
Africa,2012,Male,519.29236
Africa,2010,Male,960.96198
Africa,2009,Male,1034.6991
Western Pacific,2010,Female,707.06744
Eastern Mediterranean,2019,Female,663.32977
Africa,2017,Female,439.28937
Europe,2007,Female,301.2269
Americas,2010,Female,685.12762
Americas,2002,Female,318.64926
Europe,2014,Male,800.32129
Europe,2018,Female,517.04803
Africa,2004,Male,786.45367
Eastern Mediterranean,2004,Female,932.27258
South-East Asia,2004,Male,526.10492
Europe,2015,Female,311.80463
Eastern Mediterranean,2004,Male,710.34454
Africa,2012,Female,667.50317
Americas,2000,Female,474.59497
Africa,2009,Female,498.46814
Europe,2016,Female,379.18143
Americas,2019,Female,408.45609
Western Pacific,2007,Female,547.05273
Eastern Mediterranean,2000,Female,619.64771
Africa,2003,Male,554.38513
Americas,2003,Female,455.65451
Americas,2008,Male,452.03793
Eastern Mediterranean,2016,Female,411.77469
Western Pacific,2011,Female,792.74414
Europe,2004,Female,328.52017
Africa,2020,Male,724.7688
Africa,2005,Male,556.92993
Americas,2012,Female,956.01984
Western Pacific,2009,Female,477.24939
Africa,2012,Male,713.70355
Americas,2016,Female,278.07077
Europe,2011,Male,644.20038
Europe,2012,Male,1006.80017
Western Pacific,2004,Male,1307.40405
Eastern Mediterranean,2001,Male,643.65375
Europe,2007,Female,302.7428
Western Pacific,2000,Male,1174.92676
Europe,2014,Female,313.04294
Eastern Mediterranean,2006,Male,975.72363
Africa,2000,Female,808.57892
Europe,2008,Male,655.56604
Europe,2017,Female,260.07092
Africa,2008,Female,640.81012
Europe,2005,Male,843.26892
Europe,2016,Male,583.55634
Africa,2014,Male,653.09448
Europe,2015,Male,418.08035
Africa,2021,Female,501.04822
Europe,2006,Female,326.22
Africa,2021,Male,557.1814
Europe,2018,Female,259.07422
South-East Asia,2009,Male,617.94019
Africa,2009,Male,751.84808
Africa,2011,Female,432.40692
Europe,2018,Male,539.42889
Africa,2002,Female,655.78839
Americas,2015,Female,482.47543
Africa,2011,Female,562.38092
Americas,2001,Male,611.57275
Africa,2018,Male,669.04535
Africa,2011,Male,1093.3512
Africa,2016,Male,478.06125
Europe,2006,Male,660.3548
Europe,2014,Male,629.28473
Eastern Mediterranean,2017,Male,993.12177
Africa,2016,Male,836.57635
Eastern Mediterranean,2006,Female,435.98605
Europe,2016,Female,342.54181
Americas,2002,Female,347.32349
Africa,2018,Female,619.24109
South-East Asia,2000,Female,466.4447
Western Pacific,2012,Male,831.58301
Europe,2019,Female,249.38797
Americas,2009,Male,512.48346
Africa,2000,Female,623.7547
Americas,2007,Female,468.52338
Africa,2000,Male,1187.20386
Africa,2011,Female,580.61157
Africa,2011,Female,674.08167
Americas,2021,Female,329.02594
Africa,2018,Female,460.74255
Americas,2016,Male,283.8288
Africa,2003,Female,748.44806
Africa,2020,Female,636.23737
Western Pacific,2014,Female,289.41071
Americas,2000,Female,525.3689
Africa,2019,Male,495.01157
Americas,2018,Male,645.39319
Americas,2008,Female,489.25638
Eastern Mediterranean,2019,Male,678.36938
Africa,2010,Female,653.56982
Africa,2010,Female,573.28741
Americas,2003,Male,540.15112
Africa,2006,Male,760.98999
Western Pacific,2009,Male,817.41345
Eastern Mediterranean,2010,Male,603.74023
Eastern Mediterranean,2019,Male,334.77753
Eastern Mediterranean,2010,Male,970.12543
Europe,2002,Male,1336.31995
Eastern Mediterranean,2011,Male,346.30966
South-East Asia,2010,Male,640.26892
Europe,2021,Male,609.4007
Europe,2018,Male,808.6908
Western Pacific,2020,Male,1324.61536
Europe,2004,Male,930.89166
South-East Asia,2013,Male,659.19476
Eastern Mediterranean,2013,Male,733.2522
Europe,2014,Female,237.36525
Europe,2002,Female,677.13989
Europe,2008,Male,1315.01575
Europe,2010,Female,508.71289
Eastern Mediterranean,2015,Male,1077.66016
Europe,2018,Female,419.49631
Americas,2020,Female,263.5144
Africa,2017,Male,727.36383
Africa,2017,Male,641.77966
Americas,2006,Male,516.97571
Western Pacific,2005,Female,510.73752
Western Pacific,2018,Male,281.00421
Eastern Mediterranean,2018,Female,578.38965
Africa,2008,Female,557.40143
Europe,2013,Female,584.52411
Europe,2001,Male,907.36072
Americas,2004,Male,455.15106
